No;V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11
87;-0.534130265;-1.030174836;-0.917340726;-0.907986132;-0.881463205;-0.796703663;-0.464057185;-0.150586151;0.237337789;0.465940863;0.415072164
88;-0.163068844;-0.524640026;-0.543813951;-0.575210838;-0.542071106;-0.483300441;-0.341212543;-0.212846976;-0.292402527;-0.603190329;-0.270503395
89;0.131974079;0.864236877;0.918814537;0.881680844;0.847164524;0.699071042;0.372815724;0.50957404;0.278103695;0.224441869;0.032377008
90;0.784625207;1.355656597;1.278516812;1.203205647;1.192262701;1.241283367;1.31350566;1.246681834;1.12892903;1.140641281;0.650667486
91;2.97381345;-0.680908018;-0.617560573;-0.659885373;-0.738691774;-0.67647673;-0.805103854;-0.91695675;-0.804862428;-0.41147797;0.294854851
92;0.292383261;-0.453918035;-0.482932431;-0.488367702;-0.419778817;-0.487245287;-0.529646457;-0.770479853;-1.091546555;-1.336387405;-1.278639194
93;5.376683533;1.798764278;1.870471083;1.904665815;1.95190042;1.981638367;1.751822126;1.705585591;1.142974628;0.501833408;0.378345973
94;-0.631693233;0.473659284;0.523038781;0.504705735;0.437103704;0.537142613;0.488414257;0.39289417;-0.076391329;-0.367356947;-0.261395
95;1.782792381;-0.450541219;-0.442568588;-0.478643976;-0.524758689;-0.556532437;-0.436160544;-0.494508258;-0.990365337;-0.801579795;0.080567472
96;-0.263692635;-1.518655665;-1.482574145;-1.425873658;-1.312067895;-1.178610718;-0.762498607;-0.363862593;0.515014935;1.354196339;2.204834701
97;0.63726933;0.194069555;0.157330797;0.132814012;0.140004293;0.098328035;0.035947702;-0.167307754;-0.90458858;-1.109762967;-1.366864582
98;0.206502216;-0.219908948;-0.135508184;-0.198049182;-0.20716022;-0.181816548;-0.142193111;-0.092451436;-0.205230831;-0.160472168;-0.250808554
99;-0.514174416;0.043397733;-0.028498457;-0.076537581;-0.162173825;-0.11556172;-0.110436558;-0.24952592;-0.453085132;-0.287635037;-0.653592448
100;1.895479229;0.113939202;0.137125606;0.096041071;0.077302172;0.059868821;0.053697452;-0.151259358;-0.541832147;-0.237873225;-0.371764892
101;0.624767746;0.951989489;0.879752496;0.88486962;0.806465157;0.674186619;0.453964537;0.219373881;-0.117674324;-0.278655695;-0.58714768
102;-0.016367911;-0.216617083;-0.242338397;-0.235206875;-0.315730041;-0.429437354;-0.447944974;-0.473182786;-0.244950532;0.025891061;0.212305329
103;0.105163606;-0.507968326;-0.544392382;-0.509418287;-0.491781944;-0.560271359;-0.620032743;-0.731650988;-0.853853667;-1.027571273;-0.643122295
104;-0.572727248;-0.796728552;-0.778045244;-0.86060337;-0.876274957;-0.709254882;-0.643133735;-0.586911401;-0.792139618;-0.702366446;-0.589008373
105;1.240650223;-1.289594993;-1.259884877;-1.189857602;-1.168360389;-1.153189279;-1.190305584;-0.999761258;-0.709585653;-0.868139864;-1.019541361
106;1.557908005;0.10032575;0.059961587;0.02194721;-0.022021414;-0.307405563;-0.690534631;-0.816127657;-1.10337949;-0.990574151;-1.141540588
107;1.343022413;0.63070458;0.603673386;0.591024209;0.653909745;0.642014124;0.737592083;0.890142517;1.140331458;1.023459319;0.477994369
108;-1.03636293;-0.838673276;-0.840668705;-0.879042306;-0.890395755;-0.998746769;-0.929118167;-0.886358389;-1.004579289;-0.483821554;-0.149539554
109;-0.876735466;-1.133804853;-1.244639565;-1.306868773;-1.209517836;-1.256918118;-1.34923456;-1.140765631;-1.424095331;-1.301711135;-1.238953151
110;-0.939120581;-0.83353372;-0.83554261;-0.889232398;-0.937767151;-0.977270175;-1.01813009;-0.725201227;-0.240970144;-0.429660051;-0.383289188
111;0.861182255;0.425612929;0.475880037;0.454938677;0.433095508;0.310324102;0.174898707;0.247844039;0.310656292;0.14529707;-0.296523095
112;0.463470761;1.023617274;1.083428673;1.099881728;1.117336827;1.153939566;1.32993953;1.381874906;1.232670443;1.642313854;1.830289083
113;-0.652243242;0.302669225;0.303527559;0.264002702;0.240024957;0.206910204;0.191665933;0.270363911;4.17E-05;0.248562603;0.083482308
114;-0.323733488;-1.109222059;-1.088283694;-1.078267933;-1.038783639;-1.110930578;-1.105241299;-1.099157071;-1.159153021;-1.142527946;-1.330911179
115;-0.129066925;1.142870904;1.156811615;1.17473868;1.165997816;1.162854836;1.494599892;1.830606717;1.721638841;1.524900639;1.686795844
116;-0.758030409;0.311323643;0.367394314;0.422502938;0.393446736;0.31080459;0.354542547;0.344742469;0.52153267;0.597950218;0.467047788
117;0.07675851;-1.634731053;-1.656003702;-1.648924746;-1.572929234;-1.573890678;-1.514245823;-1.359579747;-1.459894771;-1.21543623;-0.86646555
118;-0.360550229;-1.158472599;-1.204308965;-1.274672047;-1.407328515;-1.575748026;-1.411051645;-1.283854774;-1.346940744;-1.627915046;-1.323385874
119;-0.970090411;-0.362871435;-0.402969338;-0.386070371;-0.349632903;-0.253489986;0.032380207;0.188276043;0.485516774;0.384884773;0.755504065
120;-0.928854023;-1.39783362;-1.375165501;-1.324264217;-1.285150746;-1.124388275;-0.93233476;-0.78687571;-0.494692811;-0.390844721;-0.051946925
121;-0.723032107;1.351251339;1.327051823;1.309327177;1.221435394;1.209615586;1.450602737;1.509671384;1.770379953;1.440750492;1.439665347
122;-0.68827664;-0.950607287;-0.950982802;-0.894327444;-0.871499976;-0.893915634;-0.825982472;-1.021217029;-1.102405438;-0.835678954;-0.386042715
123;1.972486588;-0.659702039;-0.581491746;-0.517159959;-0.525271538;-0.624911101;-0.636057229;-0.669368447;-0.465254777;-0.343825735;-0.841417463
124;0.79478244;-0.931355189;-0.992284102;-0.979328435;-1.024727569;-1.088073087;-0.890314349;-0.698120918;-0.427928119;0.104731792;-0.095958331
125;2.496501395;0.033649566;-0.048537433;-0.082332176;-0.156243687;-0.203014539;-0.266909226;-0.206114902;-0.134425624;0.202195193;-0.324827396
126;-0.724431041;-0.899817004;-0.922367091;-0.887722539;-0.955199068;-0.989241993;-1.058483721;-0.986731438;-0.910901884;-0.333679761;0.153757254
127;1.241457178;-0.096708266;-0.103980372;-0.129254402;-0.169826741;-0.164264611;-0.096458996;-0.226615152;-0.677971031;-1.053150296;-1.449391595
128;0.61876956;-0.097685206;-0.018957671;0.015925262;-0.007098977;0.015090587;0.089372401;0.092745744;0.477231314;0.573972211;0.701919091
129;-0.260471158;2.135697223;2.107057321;2.025688898;1.967281933;1.867536644;1.956605109;1.785464905;1.522776982;1.222854694;1.39809235
130;0.30190233;1.676092418;1.669546775;1.723914103;1.704803374;1.662029181;1.922237267;1.846485725;1.568101694;1.109538132;0.475435915
131;-0.698051333;0.846736901;0.910459867;0.979815861;0.963227929;0.953741695;0.976046955;1.299700173;1.472589221;1.544750755;1.370564589
132;0.610472627;0.708800347;0.599192208;0.612197214;0.55702593;0.516824842;0.406958405;0.553701698;0.382435552;-0.090976903;0.390545521
133;-0.643356183;-0.213972973;-0.256393604;-0.285172137;-0.312807295;-0.355959058;-0.54181103;-0.697425994;-1.231353168;-1.109074158;-0.358443677
134;-1.220330076;-1.340555179;-1.268807341;-1.224823376;-1.2801766;-1.242535786;-1.218026774;-1.344400006;-1.436866243;-2.035851445;-2.438436527
135;0.288771307;-0.273035393;-0.312328543;-0.403547428;-0.530161039;-0.597660578;-0.504352333;-0.688544;-0.845447954;-1.587014672;-1.578631021
136;2.410692875;0.047793965;0.057381918;0.082609737;0.125037043;0.04717829;-0.00525394;0.048509504;0.182009196;0.532991165;0.307819684
137;-0.323096722;-0.276029927;-0.152163006;-0.121623492;-0.077862301;-0.109129644;-0.082042807;-0.054773539;-0.317643717;-0.805253444;-0.608827011
138;-1.071217162;1.328517511;1.360228495;1.356139224;1.383834536;1.488613458;1.376846241;1.40808439;1.212895973;0.711895397;0.407516847
139;0.130989871;0.417370525;0.329430628;0.285991848;0.187629624;0.063058614;-0.225766067;-0.337933251;-0.784792134;-1.451567476;-1.184797963
140;-0.33162607;0.322314222;0.296034551;0.293436212;0.230828513;0.21067739;0.291473915;0.229797737;-0.090833763;-0.215148726;-0.246393158
141;0.924428563;1.392167452;1.39727999;1.369629437;1.340152672;1.442591609;1.556814664;1.648549724;1.708372485;1.476497829;1.088489441
142;-1.139982204;-0.602466073;-0.562822389;-0.555331997;-0.514317463;-0.482072977;-0.51990895;-0.356261865;-0.102798977;-0.31950022;-0.833689582
143;0.168027178;-0.004557299;0.006519886;0.069446563;0.127153171;0.245575341;0.200593443;0.148795688;-0.392549566;-0.522885103;-0.876376744
144;-0.151202018;-2.698725358;-2.709240037;-2.69653966;-2.658393427;-2.550936396;-2.414278013;-2.247627151;-2.121913837;-2.02308055;-2.159632598
145;-0.675414137;0.412168317;0.347581392;0.342573675;0.321065195;0.247016805;0.159187108;-0.024718086;-0.189441558;0.037476708;-0.404319528
146;0.580918565;0.071229916;0.155934585;0.264708081;0.257486748;0.36330293;0.383193625;0.594257014;0.602607518;1.540330586;2.029131205
147;0.243127745;-0.059329676;-0.128387499;-0.130927489;-0.139912157;-0.229013371;-0.217256714;-0.223705159;-0.463895913;-1.404325092;-1.261581586
148;-0.094137266;-0.67137223;-0.717575939;-0.758236084;-0.688870649;-0.531748956;-0.585147321;-0.607324786;-0.433243319;0.005115086;-0.050491382
149;0.965058283;0.490335232;0.531974542;0.574718895;0.699906902;0.857082891;0.800175302;0.91532916;0.428757165;0.184571606;0.347787082
150;1.532327974;-0.289940709;-0.298160308;-0.317817741;-0.392199443;-0.311580558;0.078085081;0.061452459;0.097338771;0.362904933;0.545752127
151;-0.124784812;0.096120659;0.149565196;0.112165668;0.039191949;-0.000648417;-0.040139362;-0.065870602;-0.230844807;-0.672052635;-0.699325746
152;0.690889573;-1.451491011;-1.461138957;-1.508163898;-1.615082507;-1.757566229;-1.550242432;-1.383684914;-1.479688482;-1.574851915;-1.373699629
153;0.190953936;-0.572722485;-0.656913824;-0.739878761;-0.703160738;-0.70803953;-0.56289434;-0.592145045;0.063764019;0.108033112;-0.266500653
154;4.560020303;0.545556789;0.565496943;0.654210941;0.731250494;0.7279205;0.645404504;0.406716638;0.093478636;-0.530629553;-0.94463719
155;1.797484852;1.660237312;1.511204625;1.400192718;1.330313921;1.120814171;0.831224205;0.651394947;0.243627042;0.274377435;0.704256212
156;0.280919504;-0.294135182;-0.338962961;-0.355523413;-0.385547332;-0.465469902;-0.144883353;0.087729263;0.073925432;0.103639626;-0.287444711
157;-0.199845013;1.215328026;1.247388584;1.264007501;1.295395317;1.296923048;1.134753694;1.403102655;1.408223584;0.734166895;0.424255587
158;3.022337634;-1.332484801;-1.24558367;-1.224730102;-1.178238973;-1.266091802;-1.33230358;-1.067234011;-1.21908732;-0.730390431;-0.697690136
159;0.088112978;1.247189026;1.162074007;1.149705915;1.126015442;1.213568507;1.11082516;0.709848893;0.801614884;0.609715824;0.46957248
160;-0.754731763;-0.104852976;-0.200332342;-0.232869216;-0.2818222;-0.205582525;0.118672647;0.405170433;0.583403049;0.682574464;0.689978389
161;1.265513766;0.334377313;0.368365015;0.376653354;0.38619713;0.350648739;0.236832758;0.188666938;0.114679312;0.01177978;0.18435366
162;-0.414715238;0.746006911;0.661702643;0.631895339;0.580602087;0.627320888;0.758552578;0.771032586;0.46209141;0.853833534;0.987655603
163;-0.371096786;-0.110714618;-0.209939615;-0.250579456;-0.310243045;-0.321739443;-0.447564831;-0.480761798;-0.40732871;-0.43510847;-0.598034238
164;2.005841578;1.534027229;1.484467619;1.482541836;1.500769287;1.639587574;1.529950258;1.396622491;1.397204765;1.350917359;0.777926173
165;-0.665803421;0.15663787;0.150921516;0.175673026;0.230529765;0.177354147;0.016355722;-0.113081985;-0.445292711;-0.155172681;-0.14799773
166;-0.156423938;-0.598133555;-0.596092141;-0.573327886;-0.657372704;-0.729625142;-0.616757666;-0.70952201;-0.672006462;-0.442536439;0.073623633
167;-0.002046028;-0.323984959;-0.265808067;-0.275168592;-0.187293511;-0.095675985;-0.120086339;-0.186135844;-0.233995446;-0.304302979;-0.300754672
168;-0.775634875;-2.860440854;-2.872603565;-2.901734768;-2.963056129;-3.105112463;-3.123683158;-3.043119399;-2.742770161;-2.346200333;-1.853315914
169;-0.136654089;0.114948;0.139033763;0.136888883;0.064192136;0.12919231;0.078611433;0.024469485;-0.057896355;-0.386829769;-0.625231876
170;0.047024247;1.071257985;1.06794401;1.052866229;1.076273983;1.074856925;0.943562282;0.861498629;0.383878593;-0.231214736;-0.388548649
171;0.650418387;0.376826436;0.433129336;0.422223119;0.322394622;0.334142569;0.229507697;0.165473858;-0.002964597;-0.04279749;0.128142706
172;2.176657025;1.952171533;1.965394262;1.970078278;1.921719454;1.916251648;1.935007144;1.870758109;1.75326669;1.983682328;2.029220488
173;-0.827689088;-0.883718725;-0.926934701;-0.896117123;-0.870917418;-0.906004546;-0.652900483;-0.521588568;-0.439039534;-0.655465364;-0.446882894
174;-0.68428943;-0.130943656;-0.125162913;-0.062564097;0.008027605;0.095659107;0.471749377;0.595501361;0.866010585;0.752255894;0.498259423
175;0.212023765;2.182367366;2.18458502;2.15800736;2.099693299;2.126370178;2.168517234;2.266821214;1.831190899;1.298916607;1.391118501
176;-0.515621934;0.82175165;0.785300705;0.7829687;0.770610477;0.862840669;0.825177008;1.165734075;1.212613377;1.250654662;0.854784824
177;0.538764637;0.97540314;0.896366097;0.846633457;0.797577418;0.761348723;0.830045762;0.641642127;0.669035501;0.852052559;1.075385806
178;-0.983706887;-2.023171059;-1.940631623;-1.959949906;-1.9721505;-1.922103021;-1.770169723;-1.714902947;-1.463682753;-0.930647749;-0.910957135
179;-0.630065224;-1.23929318;-1.351097455;-1.453080271;-1.49340265;-1.465962618;-1.634254014;-1.650123024;-1.635909685;-1.635156851;-1.59555733
180;-0.047320085;-0.872494529;-0.943270389;-0.939366719;-0.951509536;-0.860224959;-0.623073886;-0.811284907;-0.850534673;-0.488314327;0.292487718
181;0.340522373;0.739895724;0.675764499;0.63786482;0.535560922;0.582163109;0.550082209;0.772504956;0.813676301;0.840007706;0.887815887
182;0.740161915;0.943176849;0.865725213;0.811545262;0.799439611;0.800389367;0.647699983;0.447790975;0.549443486;0.355352853;0.371409638
183;2.236405045;1.442121877;1.504613358;1.488040288;1.421954717;1.488532704;1.359301184;1.252186933;1.313395354;0.951191442;0.251346132
184;0.339069911;-0.684083074;-0.651834269;-0.645264806;-0.592539518;-0.499297859;-0.59956351;-0.829396357;-1.349898978;-1.173958745;-0.916239104
185;-0.081182036;-0.660689598;-0.59746176;-0.534363026;-0.570422244;-0.535294068;-0.441102402;-0.207244153;0.595260035;1.195305428;1.681886389
186;-0.248963396;0.116795691;0.168779741;0.250845358;0.332462413;0.183099813;0.203096538;0.347522164;0.678595647;0.956422669;0.753073159
187;-0.143659659;-1.024132672;-0.851326462;-0.808387893;-0.72454608;-0.643036393;-0.728344229;-0.573121508;-0.802180777;-0.987310064;-0.685891988
188;1.003453233;-0.209396219;-0.235503604;-0.277885172;-0.217013908;-0.102838887;-0.114150262;-0.089823755;0.02659369;0.077700684;-0.23971942
189;-1.923243828;-1.577526944;-1.532605099;-1.42734854;-1.35301622;-1.270630191;-1.167526252;-1.123240522;-0.964402626;-0.616128773;0.019415927
